15413.jpg,43.79023361206055,154.23667907714844,0.2839158225791213,5130.5,72.0,345.17871356010437,0.85
15412.jpg,43.78364562988281,207.0308380126953,0.21148369030510306,6840.5,96.0,448.57568204402924,1.0
15394.jpg,43.61528015136719,193.03176879882812,0.2259487151921698,6453.5,91.0,421.77163910865784,1.0
15436.jpg,43.381290435791016,210.94265747070312,0.20565442265662195,6638.5,94.0,440.2914100885391,1.0
15442.jpg,42.27107620239258,224.7095184326172,0.18811431085447433,6913.0,98.0,459.7888845205307,0.25
15439.jpg,48.34783172607422,210.12974548339844,0.2300856150320422,7441.0,101.0,455.96550953388214,1.0
15415.jpg,43.88454818725586,170.308837890625,0.25767628228101236,5435.5,81.0,374.6934325695038,0.3
15395.jpg,56.209754943847656,170.8271942138672,0.32904453651258725,7428.0,81.0,398.7350618839264,0.75
15408.jpg,45.78999710083008,174.81521606445312,0.26193370423743684,5843.5,86.0,392.7523065805435,1.0
15393.jpg,39.873329162597656,205.62844848632812,0.19390959498120594,6138.5,93.0,430.00713992118835,1.0
15452.jpg,43.21101760864258,217.229248046875,0.19891896693081704,6946.0,98.0,449.2691123485565,1.0
15425.jpg,46.72513198852539,195.52835083007812,0.23896857816353895,6586.0,83.0,405.7888845205307,0.85
15396.jpg,40.1635856628418,160.9416046142578,0.24955377920522923,4731.0,72.0,346.9604560136795,0.9
15411.jpg,45.64695739746094,172.235595703125,0.26502626946023755,5761.0,74.0,363.93101954460144,0.1
15416.jpg,40.76399612426758,187.2154998779297,0.21773836114449374,5518.0,85.0,402.90158212184906,1.0
15424.jpg,43.35708236694336,226.2499237060547,0.19163357784497267,7362.5,104.0,474.48231840133667,1.0
15423.jpg,45.854347229003906,170.05886840820312,0.26963808273107404,5770.5,80.0,378.49242186546326,0.1
15443.jpg,41.65996170043945,221.4375,0.18813417646261113,6922.0,101.0,460.24978053569794,0.75
15454.jpg,36.448856353759766,162.543212890625,0.224241023082804,4441.0,78.0,356.02438497543335,1.0
15419.jpg,32.17461395263672,152.959716796875,0.2103469764876948,3623.0,68.0,323.4213535785675,0.9
15391.jpg,42.40207290649414,180.7667999267578,0.23456781291517248,5703.5,87.0,394.06601572036743,0.95
15418.jpg,39.366371154785156,181.63714599609375,0.21673083960277464,5373.0,86.0,396.6173120737076,1.0
15448.jpg,50.61080551147461,174.45289611816406,0.29011158104932716,5762.0,86.0,391.1959581375122,1.0
15392.jpg,47.091331481933594,206.50750732421875,0.22803689847459035,6849.5,88.0,427.830513715744,0.95
15405.jpg,41.067955017089844,214.97813415527344,0.19103317264549086,6706.5,99.0,458.0315248966217,1.0
15440.jpg,39.650245666503906,169.60855102539062,0.2337750392111316,5122.5,81.0,377.48736929893494,1.0
15437.jpg,55.94635009765625,208.61463928222656,0.26818036495496667,7933.5,103.0,465.9238797426224,0.95
15401.jpg,38.13031005859375,157.7533416748047,0.24170841424834089,4663.0,76.0,353.01933157444,0.95
15458.jpg,41.877685546875,151.0738983154297,0.2772000061813318,4820.5,74.0,347.6639940738678,0.85
15417.jpg,39.36246109008789,185.5291290283203,0.21216323979012136,5401.5,85.0,399.1198377609253,1.0
15456.jpg,43.80183029174805,182.19027709960938,0.24041804529338387,5968.0,86.0,399.5878734588623,1.0
15421.jpg,48.89851760864258,180.2130126953125,0.2713373295152424,6548.0,84.0,402.4163006544113,1.0
15450.jpg,44.93770980834961,207.3465576171875,0.21672754216308535,6951.5,95.0,436.5411925315857,1.0
